income_hr,education,sex,age,urban_rural,province,sector,hours_worked
232.14285,Primary,Male,24,Rural,Northern Province,Agriculture,14.0
464.2857,Primary,Female,23,Rural,Northern Province,Agriculture,7.0
162.5,Upper_secondary,Male,30,Rural,Northern Province,Agriculture,24.0
250.0,Upper_secondary,Male,27,Rural,Northern Province,Services,45.0
437.5,Upper_secondary,Male,24,Rural,Northern Province,Services,40.0
235.0,Upper_secondary,Male,27,Rural,Northern Province,Services,50.0
625.0,Upper_secondary,Male,24,Rural,Northern Province,Services,36.0
162.5,Lower_secondary,Male,24,Rural,Northern Province,Agriculture,40.0
500.0,Upper_secondary,Male,28,Rural,Northern Province,Services,40.0
416.66666,Upper_secondary,Male,28,Rural,Northern Province,Services,60.0
938.88885,Primary,Male,22,Rural,Northern Province,Agriculture,30.0
185.71428,Primary,Female,26,Rural,Northern Province,Agriculture,35.0
325.0,Upper_secondary,Male,24,Rural,Northern Province,Industry,40.0
361.1111,Lower_secondary,Female,22,Rural,Northern Province,Industry,36.0
192.59259,Primary,Female,27,Rural,Northern Province,Agriculture,27.0
144.44444,Lower_secondary,Female,22,Rural,Northern Province,Agriculture,36.0
325.0,Upper_secondary,Female,21,Rural,Northern Province,Services,40.0
305.55554,Upper_secondary,Female,21,Rural,Northern Province,Services,45.0
173.33333,Lower_secondary,Female,26,Rural,Northern Province,Agriculture,30.0
173.33333,Lower_secondary,Female,19,Rural,Northern Province,Agriculture,30.0
180.55556,Lower_secondary,Female,26,Rural,Northern Province,Agriculture,36.0
433.33334,Upper_secondary,Male,29,Rural,Northern Province,Industry,45.0
247.77777,Upper_secondary,Female,28,Rural,Northern Province,Industry,45.0
218.75,Upper_secondary,Female,29,Rural,Northern Province,Industry,40.0
277.77777,Upper_secondary,Male,27,Rural,Northern Province,Services,45.0
277.77777,Upper_secondary,Male,26,Rural,Northern Province,Services,45.0
961.53845,University,Female,27,Rural,Northern Province,Services,52.0
93.75,Primary,Female,18,Rural,Northern Province,Services,40.0
1111.1111,University,Female,27,Rural,Northern Province,Services,45.0
377.77777,Upper_secondary,Female,24,Rural,Northern Province,Industry,45.0
494.44446,University,Female,26,Rural,Northern Province,Industry,45.0
62.5,Primary,Male,20,Rural,Northern Province,Services,40.0
1250.0,University,Female,26,Rural,Northern Province,Industry,40.0
216.66667,Lower_secondary,Male,25,Rural,Northern Province,Industry,45.0
154.7619,Lower_secondary,Male,25,Rural,Northern Province,Agriculture,42.0
100.0,Primary,Female,30,Rural,Northern Province,Services,50.0
65.0,Primary,Female,18,Rural,Northern Province,Services,50.0
173.33333,Primary,Male,26,Rural,Eastern Province,Agriculture,30.0
173.33333,Primary,Female,25,Rural,Eastern Province,Agriculture,30.0
216.66667,Primary,Male,30,Rural,Eastern Province,Industry,30.0
370.37222,Upper_secondary,Male,25,Urban,Eastern Province,Services,45.0
238.09644,Upper_secondary,Female,21,Urban,Eastern Province,Services,70.0
833.3333,Upper_secondary,Male,25,Urban,Eastern Province,Services,60.0
1111.1111,Upper_secondary,Female,26,Urban,Eastern Province,Services,45.0
1041.6666,Upper_secondary,Male,23,Urban,Eastern Province,Services,48.0
270.83334,Upper_secondary,Male,26,Urban,Eastern Province,Industry,36.0
590.9091,Primary,Male,17,Rural,Eastern Province,Industry,22.0
379.16666,Primary,Female,21,Rural,Eastern Province,Agriculture,12.0
167.41072,Upper_secondary,Male,29,Rural,Eastern Province,Services,56.0
44.642857,Primary,Male,18,Rural,Eastern Province,Services,56.0
150.46297,Primary,Male,22,Rural,Eastern Province,Agriculture,54.0
108.33333,Upper_secondary,Male,30,Rural,Eastern Province,Industry,50.0
97.5,Primary,Male,19,Rural,Eastern Province,Agriculture,40.0
216.66667,Lower_secondary,Male,26,Rural,Eastern Province,Industry,45.0
227.5,Primary,Female,28,Rural,Eastern Province,Agriculture,20.0
208.0,Primary,Female,16,Rural,Eastern Province,Agriculture,25.0
214.28572,Primary,Male,30,Rural,Eastern Province,Services,70.0
333.33334,Primary,Male,30,Rural,Eastern Province,Services,45.0
232.14285,Upper_secondary,Male,23,Rural,Eastern Province,Industry,42.0
243.75,Lower_secondary,Male,21,Rural,Eastern Province,Industry,40.0
135.41667,Primary,Male,26,Rural,Eastern Province,Agriculture,24.0
278.57144,Primary,Male,26,Rural,Eastern Province,Agriculture,35.0
130.0,Primary,Female,21,Rural,Eastern Province,Agriculture,35.0
446.42856,Primary,Male,25,Rural,Eastern Province,Services,56.0
1048.3871,Primary,Male,25,Rural,Eastern Province,Services,62.0
325.0,Primary,Male,22,Rural,Eastern Province,Agriculture,20.0
433.33334,Primary,Female,22,Rural,Eastern Province,Agriculture,15.0
278.57144,Primary,Male,19,Rural,Eastern Province,Agriculture,35.0
260.0,Primary,Male,20,Rural,Eastern Province,Agriculture,20.0
325.0,Primary,Female,18,Rural,Eastern Province,Agriculture,30.0
130.0,Primary,Male,20,Rural,Eastern Province,Agriculture,35.0
130.0,Primary,Female,29,Rural,Eastern Province,Agriculture,35.0
390.0,Lower_secondary,Female,27,Rural,Eastern Province,Industry,25.0
1218.75,Primary,Male,17,Rural,Eastern Province,Industry,8.0
130.0,Primary,Male,29,Rural,Eastern Province,Agriculture,20.0
185.71428,Primary,Male,29,Rural,Eastern Province,Agriculture,28.0
203.125,Primary,Female,19,Rural,Eastern Province,Agriculture,32.0
270.83334,Upper_secondary,Female,27,Rural,Eastern Province,Agriculture,24.0
433.33334,Lower_secondary,Male,23,Urban,Kigali city,Industry,45.0
104.83871,Primary,Male,18,Urban,Kigali city,Industry,62.0
500.0,Upper_secondary,Male,30,Urban,Kigali city,Industry,26.0
312.5,Upper_secondary,Male,26,Urban,Kigali city,Services,48.0
722.2222,Upper_secondary,Male,26,Urban,Kigali city,Services,18.0
60.48387,Primary,Male,19,Urban,Kigali city,Services,62.0
111.60714,Upper_secondary,Female,25,Urban,Kigali city,Services,56.0
625.0,University,Male,28,Urban,Kigali city,Services,52.0
180.55556,Lower_secondary,Male,25,Urban,Kigali city,Services,72.0
23.809525,Primary,Female,20,Urban,Kigali city,Services,105.0
631.94446,Lower_secondary,Female,20,Urban,Kigali city,Services,72.0
39.68254,Lower_secondary,Female,20,Urban,Kigali city,Services,63.0
1111.1111,University,Female,30,Urban,Kigali city,Services,45.0
195.3125,University,Male,27,Urban,Kigali city,Services,48.0
1111.1111,University,Male,27,Urban,Kigali city,Services,45.0
1111.1111,University,Female,27,Urban,Kigali city,Services,45.0
1250.0,Upper_secondary,Male,30,Urban,Kigali city,Services,30.0
64.655174,Primary,Male,20,Urban,Kigali city,Services,58.0
722.2222,University,Female,27,Urban,Kigali city,Services,45.0
427.35257,Upper_secondary,Male,27,Urban,Kigali city,Services,39.0
2500.0,Upper_secondary,Male,27,Urban,Kigali city,Services,24.0
260.41666,Lower_secondary,Female,26,Urban,Kigali city,Services,48.0
64.655174,Primary,Male,17,Urban,Kigali city,Services,58.0
350.0,Upper_secondary,Female,21,Urban,Kigali city,Services,50.0
1333.3334,University,Female,29,Urban,Kigali city,Services,45.0
937.5,University,Female,24,Urban,Kigali city,Services,48.0
86.206894,Primary,Female,20,Urban,Kigali city,Services,58.0
338.54166,Primary,Male,25,Rural,Kigali city,Industry,48.0
361.1111,Primary,Male,30,Rural,Kigali city,Agriculture,18.0
270.83334,Lower_secondary,Female,25,Rural,Kigali city,Agriculture,24.0
2275.0,Lower_secondary,Female,28,Rural,Kigali city,Industry,20.0
308.64352,Primary,Male,26,Rural,Kigali city,Services,54.0
677.0833,Lower_secondary,Female,28,Rural,Kigali city,Industry,48.0
1300.0,Upper_secondary,Male,23,Urban,Western Province,Industry,10.0
833.3333,Upper_secondary,Male,30,Urban,Western Province,Industry,45.0
1111.1111,Upper_secondary,Male,24,Urban,Western Province,Services,45.0
1111.1111,Upper_secondary,Male,22,Urban,Western Province,Services,45.0
126.388885,Primary,Male,21,Urban,Western Province,Agriculture,36.0
126.388885,Lower_secondary,Female,27,Urban,Western Province,Agriculture,36.0
156.0,Primary,Male,21,Urban,Western Province,Industry,50.0
89.28571,Primary,Female,19,Urban,Western Province,Services,84.0
416.66666,Upper_secondary,Female,23,Urban,Western Province,Services,48.0
223.21428,Primary,Female,20,Urban,Western Province,Services,56.0
300.0,Upper_secondary,Female,20,Urban,Western Province,Services,25.0
361.1111,Primary,Female,24,Urban,Western Province,Services,36.0
232.14285,Upper_secondary,Male,28,Urban,Western Province,Industry,42.0
625.0,University,Female,29,Urban,Western Province,Services,60.0
476.1905,Upper_secondary,Male,28,Urban,Western Province,Services,42.0
406.25,Lower_secondary,Male,22,Urban,Western Province,Industry,24.0
338.54166,Lower_secondary,Male,21,Urban,Western Province,Industry,48.0
386.90475,Lower_secondary,Male,23,Urban,Western Province,Industry,42.0
2083.3333,University,Male,28,Urban,Western Province,Services,24.0
243.75,Primary,Female,19,Rural,Western Province,Industry,40.0
216.66667,Primary,Male,19,Rural,Western Province,Agriculture,30.0
216.66667,Primary,Female,21,Rural,Western Province,Agriculture,30.0
541.6667,Primary,Female,21,Rural,Western Province,Agriculture,12.0
541.6667,Primary,Male,19,Rural,Western Province,Agriculture,12.0
203.125,Primary,Female,26,Rural,Western Province,Agriculture,32.0
216.66667,Primary,Female,26,Rural,Western Province,Agriculture,30.0
113.75,Primary,Female,28,Rural,Western Province,Agriculture,40.0
189.58333,Primary,Male,24,Rural,Western Province,Agriculture,24.0
119.04762,Upper_secondary,Male,22,Rural,Western Province,Services,63.0
144.44444,Lower_secondary,Male,28,Rural,Western Province,Agriculture,36.0
758.3333,Primary,Female,26,Rural,Western Province,Agriculture,6.0
144.44444,Lower_secondary,Male,28,Rural,Western Province,Agriculture,18.0
44.642857,Primary,Female,18,Rural,Western Province,Services,56.0
144.44444,Primary,Male,21,Rural,Western Province,Industry,36.0
650.0,Primary,Male,27,Rural,Western Province,Services,20.0
433.33334,Primary,Female,21,Rural,Western Province,Industry,18.0
162.5,Primary,Male,21,Rural,Western Province,Industry,60.0
1111.1111,University,Female,27,Rural,Western Province,Industry,45.0
260.0,Primary,Female,21,Rural,Western Province,Agriculture,20.0
288.8889,Primary,Female,21,Rural,Western Province,Agriculture,18.0
487.5,Upper_secondary,Male,28,Rural,Western Province,Industry,40.0
222.22223,Upper_secondary,Female,24,Rural,Western Province,Services,45.0
500.0,Upper_secondary,Male,27,Rural,Western Province,Services,6.0
327.77777,Upper_secondary,Female,24,Urban,Northern Province,Industry,45.0
250.0,Upper_secondary,Female,24,Urban,Northern Province,Industry,45.0
216.66667,Lower_secondary,Female,29,Urban,Northern Province,Industry,45.0
130.0,Upper_secondary,Male,21,Urban,Northern Province,Agriculture,40.0
325.0,Lower_secondary,Female,29,Urban,Northern Province,Industry,30.0
309.5238,Upper_secondary,Male,21,Urban,Northern Province,Services,35.0
151.66667,Primary,Female,26,Urban,Northern Province,Agriculture,30.0
650.0,Primary,Female,26,Urban,Northern Province,Agriculture,15.0
173.33333,Lower_secondary,Female,21,Urban,Northern Province,Agriculture,30.0
208.0,Primary,Female,25,Urban,Northern Province,Agriculture,25.0
1040.0,Primary,Female,25,Urban,Northern Province,Agriculture,5.0
173.33333,Primary,Female,21,Urban,Northern Province,Agriculture,30.0
130.0,Primary,Female,25,Urban,Northern Province,Agriculture,30.0
185.18518,Upper_secondary,Male,30,Urban,Northern Province,Industry,54.0
83.333336,Primary,Female,18,Urban,Northern Province,Services,21.0
62.5,Primary,Female,18,Urban,Northern Province,Services,60.0
92.85714,Primary,Female,18,Urban,Northern Province,Services,35.0
53.57143,Primary,Male,19,Urban,Northern Province,Services,70.0
180.55556,Primary,Male,29,Urban,Northern Province,Services,36.0
433.33334,Primary,Female,27,Urban,Northern Province,Industry,12.0
108.695656,Primary,Male,16,Urban,Northern Province,Services,23.0
62.5,Primary,Male,16,Urban,Northern Province,Services,60.0
451.3889,Upper_secondary,Male,30,Urban,Northern Province,Industry,72.0
195.0,Primary,Female,22,Urban,Northern Province,Industry,50.0
171.05263,Primary,Male,17,Rural,Northern Province,Industry,38.0
406.25,Primary,Male,17,Rural,Northern Province,Industry,48.0
348.2143,Primary,Male,27,Rural,Northern Province,Agriculture,28.0
216.66667,Primary,Male,27,Rural,Northern Province,Agriculture,45.0
1044.6428,Primary,Male,19,Rural,Northern Province,Services,28.0
1203.7037,Upper_secondary,Male,29,Rural,Northern Province,Services,27.0
108.333336,Upper_secondary,Female,25,Rural,Northern Province,Agriculture,36.0
135.41667,Upper_secondary,Female,25,Rural,Northern Province,Agriculture,24.0
90.27778,Primary,Female,19,Rural,Northern Province,Agriculture,36.0
216.66667,Upper_secondary,Male,22,Rural,Northern Province,Agriculture,18.0
144.44444,Primary,Female,29,Rural,Northern Province,Agriculture,36.0
144.44444,Primary,Female,25,Rural,Northern Province,Agriculture,36.0
204.08163,Lower_secondary,Male,20,Rural,Northern Province,Services,49.0
216.66667,Primary,Male,26,Rural,Eastern Province,Agriculture,30.0
144.44444,Primary,Male,26,Rural,Eastern Province,Agriculture,45.0
122.22222,Upper_secondary,Female,30,Rural,Eastern Province,Services,45.0
133.33333,Upper_secondary,Female,30,Rural,Eastern Province,Services,45.0
144.44444,Primary,Male,24,Rural,Eastern Province,Services,45.0
37.037037,Primary,Male,17,Rural,Eastern Province,Services,54.0
35.714287,Primary,Male,24,Rural,Eastern Province,Services,70.0
83.333336,Primary,Female,19,Rural,Eastern Province,Services,45.0
694.44446,University,Female,30,Urban,Eastern Province,Services,54.0
2437.5,University,Male,29,Urban,Eastern Province,Industry,40.0
208.33333,University,Male,30,Urban,Eastern Province,Industry,45.0
89.28571,Primary,Male,24,Urban,Eastern Province,Services,70.0
203.80435,Primary,Male,24,Urban,Eastern Province,Services,46.0
130.0,Primary,Female,17,Rural,Eastern Province,Industry,60.0
108.333336,Primary,Female,18,Rural,Eastern Province,Agriculture,36.0
130.0,Lower_secondary,Female,23,Rural,Eastern Province,Agriculture,35.0
134.48276,Lower_secondary,Female,23,Rural,Eastern Province,Agriculture,29.0
126.388885,Primary,Female,26,Rural,Eastern Province,Agriculture,36.0
119.73684,Primary,Female,26,Rural,Eastern Province,Agriculture,38.0
52.083332,Primary,Female,19,Urban,Eastern Province,Services,48.0
812.5,Primary,Male,27,Urban,Eastern Province,Industry,16.0
433.33334,Primary,Male,27,Urban,Eastern Province,Industry,60.0
270.83334,Lower_secondary,Male,24,Urban,Eastern Province,Industry,36.0
156.25,Upper_secondary,Male,24,Urban,Eastern Province,Services,48.0
187.5,Upper_secondary,Male,24,Urban,Eastern Province,Services,80.0
41.666668,Primary,Female,20,Urban,Eastern Province,Services,60.0
848.2143,University,Female,28,Urban,Eastern Province,Services,56.0
812.5,Upper_secondary,Female,28,Urban,Eastern Province,Services,40.0
357.14285,Upper_secondary,Female,28,Urban,Eastern Province,Services,56.0
324.67532,Upper_secondary,Female,28,Urban,Eastern Province,Services,77.0
78.125,Primary,Female,17,Urban,Eastern Province,Services,48.0
62.5,Primary,Female,18,Urban,Eastern Province,Services,60.0
555.55554,University,Male,28,Urban,Eastern Province,Industry,54.0
1190.4762,University,Male,28,Urban,Eastern Province,Industry,42.0
722.2222,Upper_secondary,Male,25,Urban,Eastern Province,Industry,36.0
722.2222,Upper_secondary,Male,26,Urban,Eastern Province,Industry,45.0
111.60714,Upper_secondary,Female,21,Urban,Eastern Province,Services,56.0
216.66667,Primary,Female,23,Urban,Eastern Province,Industry,45.0
216.66667,Primary,Female,23,Urban,Eastern Province,Industry,45.0
166.66667,Upper_secondary,Female,21,Urban,Eastern Province,Services,45.0
238.09525,Upper_secondary,Male,24,Urban,Kigali city,Services,84.0
238.09525,Upper_secondary,Male,25,Urban,Kigali city,Services,84.0
306.12244,Lower_secondary,Male,25,Urban,Kigali city,Services,49.0
541.6667,Upper_secondary,Male,23,Urban,Kigali city,Industry,24.0
89.28571,Primary,Female,21,Urban,Kigali city,Services,42.0
89.28571,Lower_secondary,Male,21,Urban,Kigali city,Services,56.0
89.28571,Lower_secondary,Male,21,Urban,Kigali city,Services,56.0
309.5238,Lower_secondary,Male,24,Urban,Kigali city,Industry,42.0
1111.1111,University,Female,24,Urban,Kigali city,Services,45.0
347.22397,Upper_secondary,Female,22,Urban,Kigali city,Services,48.0
677.0833,Primary,Male,25,Urban,Kigali city,Services,48.0
773.8095,Lower_secondary,Male,29,Urban,Kigali city,Services,42.0
1083.3334,Lower_secondary,Male,30,Urban,Kigali city,Services,42.0
270.83334,Lower_secondary,Male,26,Urban,Kigali city,Services,48.0
309.5238,Primary,Male,29,Urban,Kigali city,Services,63.0
520.0,Primary,Male,26,Urban,Kigali city,Industry,50.0
361.1111,Primary,Female,29,Urban,Kigali city,Services,45.0
62.5,Primary,Male,30,Urban,Kigali city,Services,80.0
156.25,Primary,Male,30,Urban,Kigali city,Services,40.0
42.857143,Primary,Female,19,Urban,Kigali city,Services,70.0
178.57143,Primary,Male,25,Urban,Kigali city,Services,42.0
127.65958,Primary,Male,25,Urban,Kigali city,Services,47.0
119.04762,Primary,Female,21,Urban,Kigali city,Services,42.0
102.04082,Primary,Female,21,Urban,Kigali city,Services,49.0
650.0,Primary,Male,25,Rural,Kigali city,Industry,50.0
195.0,Primary,Female,16,Rural,Kigali city,Agriculture,35.0
154.7619,Primary,Male,29,Rural,Kigali city,Agriculture,42.0
154.76192,Primary,Male,23,Rural,Kigali city,Agriculture,28.0
154.7619,Primary,Male,18,Rural,Kigali city,Agriculture,35.0
464.2857,Primary,Male,30,Rural,Kigali city,Agriculture,14.0
535.7143,Primary,Male,21,Urban,Kigali city,Services,70.0
133.92857,Primary,Male,25,Urban,Kigali city,Services,70.0
